ENSEMBL ID	name
ENSG00000123297	TSFM
ENSG00000123349	PFDN5
ENSG00000123352	SPATS2
ENSG00000123374	CDK2
ENSG00000123384	LRP1
ENSG00000123388	HOXC11
ENSG00000123472	ATPAF1
ENSG00000123545	NDUFAF4
ENSG00000123562	MORF4L2
ENSG00000123595	RAB9A
ENSG00000123609	NMI
ENSG00000123684	LPGAT1
ENSG00000123728	RAP2C
ENSG00000123737	EXOSC9
ENSG00000123815	ADCK4
ENSG00000123836	PFKFB2
ENSG00000123838	C4BPA
ENSG00000123908	EIF2C2
ENSG00000123975	CKS2
ENSG00000123983	ACSL3
ENSG00000123992	DNPEP
ENSG00000124107	SLPI
ENSG00000124145	SDC4
ENSG00000124155	PIGT
ENSG00000124160	NCOA5
ENSG00000124164	VAPB
ENSG00000124193	SRSF6
ENSG00000124198	ARFGEF2
ENSG00000124207	CSE1L
ENSG00000124208	TMEM189-UBE2V1
ENSG00000124214	STAU1
ENSG00000124222	STX16
ENSG00000124226	RNF114
ENSG00000124228	DDX27
ENSG00000124275	MTRR
ENSG00000124279	FASTKD3
ENSG00000124299	PEPD
ENSG00000124333	VAMP7
ENSG00000124356	STAMBP
ENSG00000124370	MCEE
ENSG00000124374	PAIP2B
ENSG00000124383	MPHOSPH10
ENSG00000124466	LYPD3
ENSG00000124486	USP9X
ENSG00000124535	WRNIP1
ENSG00000124541	RRP36
ENSG00000124562	SNRPC
ENSG00000124570	SERPINB6
ENSG00000124571	XPO5
ENSG00000124587	PEX6
ENSG00000124588	NQO2
ENSG00000124608	AARS2
ENSG00000124614	RPS10
ENSG00000124767	GLO1
ENSG00000124782	RREB1
ENSG00000124783	SSR1
ENSG00000124784	RIOK1
ENSG00000124787	RPP40
ENSG00000124789	NUP153
ENSG00000124795	DEK
ENSG00000124802	EEF1E1
ENSG00000124831	LRRFIP1
ENSG00000124942	AHNAK
ENSG00000125037	TMEM111
ENSG00000125107	CNOT1
ENSG00000125148	MT2A
ENSG00000125166	GOT2
ENSG00000125257	ABCC4
ENSG00000125304	TM9SF2
ENSG00000125351	UPF3B
ENSG00000125354	Sep-06
ENSG00000125434	SLC25A35
ENSG00000125445	MRPS7
ENSG00000125450	NUP85
ENSG00000125454	SLC25A19
ENSG00000125459	MSTO1
ENSG00000125484	GTF3C4
ENSG00000125485	DDX31
ENSG00000125505	MBOAT7
ENSG00000125611	CHCHD5
ENSG00000125630	POLR1B
ENSG00000125633	CCDC93
ENSG00000125651	GTF2F1
ENSG00000125656	CLPP
ENSG00000125676	THOC2
ENSG00000125686	MED1
ENSG00000125691	RPL23
ENSG00000125726	CD70
ENSG00000125730	C3
ENSG00000125733	TRIP10
ENSG00000125743	SNRPD2
ENSG00000125744	RTN2
ENSG00000125746	EML2
ENSG00000125753	VASP
ENSG00000125755	SYMPK
ENSG00000125779	PANK2
ENSG00000125812	GZF1
ENSG00000125818	PSMF1
ENSG00000125821	DTD1
ENSG00000125827	TMX4
ENSG00000125844	RRBP1
ENSG00000125868	DSTN
ENSG00000125870	SNRPB2
ENSG00000125871	C20orf72
ENSG00000125877	ITPA
ENSG00000125901	MRPS26
ENSG00000125912	NCLN
ENSG00000125944	HNRNPR
ENSG00000125952	MAX
ENSG00000125970	RALY
ENSG00000125971	DYNLRB1
ENSG00000125977	EIF2S2
ENSG00000125991	ERGIC3
ENSG00000125995	ROMO1
ENSG00000126067	PSMB2
ENSG00000126088	UROD
ENSG00000126107	HECTD3
ENSG00000126214	C14orf153
ENSG00000126216	TUBGCP3
ENSG00000126226	PCID2
ENSG00000126247	CAPNS1
ENSG00000126254	RBM42
ENSG00000126261	UBA2
ENSG00000126267	COX6B1
ENSG00000126432	PRDX5
ENSG00000126457	PRMT1
ENSG00000126458	RRAS
ENSG00000126461	SCAF1
ENSG00000126464	PRR12
ENSG00000126524	SBDS
ENSG00000126602	TRAP1
ENSG00000126653	CCDC55
ENSG00000126698	DNAJC8
ENSG00000126705	AHDC1
ENSG00000126746	ZNF384
ENSG00000126749	EMG1
ENSG00000126756	UXT
ENSG00000126768	TIMM17B
ENSG00000126777	KTN1
ENSG00000126803	HSPA2
ENSG00000126814	TRMT5
ENSG00000126821	SGPP1
ENSG00000126822	PLEKHG3
ENSG00000126858	RHOT1
ENSG00000126878	AIF1L
ENSG00000126883	NUP214
ENSG00000126890	CTAG2
ENSG00000126934	MAP2K2
ENSG00000126945	HNRNPH2
ENSG00000126953	TIMM8A
ENSG00000127022	CANX
ENSG00000127054	CPSF3L
ENSG00000127191	TRAF2
ENSG00000127314	RAP1B
ENSG00000127445	PIN1
ENSG00000127463	KIAA0090
ENSG00000127481	UBR4
ENSG00000127483	HP1BP3
ENSG00000127526	SLC35E1
ENSG00000127527	EPS15L1
ENSG00000127554	GFER
ENSG00000127586	CHTF18
ENSG00000127603	MACF1
ENSG00000127616	SMARCA4
ENSG00000127688	GAN
ENSG00000127774	TMEM93
ENSG00000127804	METT10D
ENSG00000127824	TUBA4A
ENSG00000127837	AAMP
ENSG00000127838	PNKD
ENSG00000127884	ECHS1
ENSG00000127946	HIP1
ENSG00000127948	POR
ENSG00000127954	STEAP4
ENSG00000127955	GNAI1
ENSG00000128050	PAICS
ENSG00000128059	PPAT
ENSG00000128228	SDF2L1
ENSG00000128245	YWHAH
ENSG00000128283	CDC42EP1
ENSG00000128309	MPST
ENSG00000128311	TST
ENSG00000128335	APOL2
ENSG00000128463	TMEM85
ENSG00000128487	SPECC1
ENSG00000128510	CPA4
ENSG00000128524	ATP6V1F
ENSG00000128534	NAA38
ENSG00000128567	PODXL
ENSG00000128585	MKLN1
ENSG00000128595	CALU
ENSG00000128609	NDUFA5
ENSG00000128641	MYO1B
ENSG00000128654	MTX2
ENSG00000128694	OSGEPL1
ENSG00000128708	HAT1
ENSG00000128731	HERC2
ENSG00000128829	EIF2AK4
ENSG00000128915	NARG2
ENSG00000128928	IVD
ENSG00000128944	C15orf23
ENSG00000128951	DUT
ENSG00000128973	CLN6
ENSG00000128989	ARPP19
ENSG00000129003	VPS13C
ENSG00000129083	COPB1
ENSG00000129084	PSMA1
ENSG00000129103	SUMF2
ENSG00000129116	PALLD
ENSG00000129128	SPCS3
ENSG00000129235	TXNDC17
ENSG00000129245	FXR2
ENSG00000129255	MPDU1
ENSG00000129282	MRM1
ENSG00000129315	CCNT1
ENSG00000129347	KRI1
ENSG00000129351	ILF3
ENSG00000129460	NGDN
ENSG00000129472	RAB2B
ENSG00000129484	PARP2
ENSG00000129515	SNX6
ENSG00000129559	NEDD8
ENSG00000129562	DAD1
ENSG00000129625	REEP5
ENSG00000129636	ITFG1
ENSG00000129657	SEC14L1
ENSG00000129667	RHBDF2
ENSG00000129675	ARHGEF6
ENSG00000129680	MAP7D3
ENSG00000129691	ASH2L
ENSG00000129696	C8orf41
ENSG00000129810	SGOL1
ENSG00000129932	DOHH
ENSG00000129933	MAU2
ENSG00000130005	GAMT
ENSG00000130021	HDHD1
ENSG00000130024	PHF10
ENSG00000130119	GNL3L
ENSG00000130159	ECSIT
ENSG00000130164	LDLR
ENSG00000130165	ELOF1
ENSG00000130175	PRKCSH
ENSG00000130193	C8orf55
ENSG00000130204	TOMM40
ENSG00000130227	XPO7
ENSG00000130254	SAFB2
ENSG00000130255	RPL36
ENSG00000130303	BST2
ENSG00000130305	NSUN5
ENSG00000130309	GLT25D1
ENSG00000130311	DDA1
ENSG00000130313	PGLS
ENSG00000130340	SNX9
ENSG00000130347	RTN4IP1
ENSG00000130348	QRSL1
ENSG00000130396	MLLT4
ENSG00000130402	ACTN4
ENSG00000130414	NDUFA10
ENSG00000130429	ARPC1B
ENSG00000130479	MAP1S
ENSG00000130489	SCO2
ENSG00000130508	PXDN
ENSG00000130520	LSM4
ENSG00000130522	JUND
ENSG00000130638	ATXN10
ENSG00000130640	TUBGCP2
ENSG00000130669	PAK4
ENSG00000130699	TAF4
ENSG00000130702	LAMA5
ENSG00000130703	OSBPL2
ENSG00000130706	ADRM1
ENSG00000130707	ASS1
ENSG00000130713	EXOSC2
ENSG00000130723	PRRC2B
ENSG00000130724	CHMP2A
ENSG00000130725	UBE2M
ENSG00000130726	TRIM28
ENSG00000130741	EIF2S3
ENSG00000130749	ZC3H4
ENSG00000130764	LRRC47
ENSG00000130770	ATPIF1
ENSG00000130779	CLIP1
ENSG00000130787	HIP1R
ENSG00000130810	PPAN
ENSG00000130811	EIF3G
ENSG00000130816	DNMT1
ENSG00000130826	DKC1
ENSG00000130829	DUSP9
ENSG00000130935	NOL11
ENSG00000130939	UBE4B
ENSG00000130943	PKDREJ
ENSG00000130985	UBA1
ENSG00000131013	PPIL4
ENSG00000131043	C20orf4
ENSG00000131051	RBM39
ENSG00000131069	ACSS2
ENSG00000131116	ZNF428
ENSG00000131143	COX4I1
ENSG00000131148	COX4NB
ENSG00000131153	GINS2
ENSG00000131165	CHMP1A
ENSG00000131171	SH3BGRL
ENSG00000131236	CAP1
ENSG00000131238	PPT1
ENSG00000131269	ABCB7
ENSG00000131368	MRPS25
ENSG00000131373	HACL1
ENSG00000131374	TBC1D5
ENSG00000131389	SLC6A6
ENSG00000131446	MGAT1
ENSG00000131462	TUBG1
ENSG00000131467	PSME3
ENSG00000131469	RPL27
ENSG00000131473	ACLY
ENSG00000131495	NDUFA2
ENSG00000131503	ANKHD1
ENSG00000131504	DIAPH1
ENSG00000131558	EXOC4
ENSG00000131626	PPFIA1
ENSG00000131650	KREMEN2
ENSG00000131652	THOC6
ENSG00000131653	TRAF7
ENSG00000131669	NINJ1
ENSG00000131725	WDR44
ENSG00000131732	ZCCHC9
ENSG00000131747	TOP2A
ENSG00000131778	CHD1L
ENSG00000131779	PEX11B
ENSG00000131791	PRKAB2
ENSG00000131795	RBM8A
ENSG00000131828	PDHA1
ENSG00000131844	MCCC2
ENSG00000131876	SNRPA1
ENSG00000131899	LLGL1
ENSG00000131981	LGALS3
ENSG00000132002	DNAJB1
ENSG00000132024	CC2D1A
ENSG00000132128	LRRC41
ENSG00000132142	ACACA
ENSG00000132153	DHX30
ENSG00000132182	NUP210
ENSG00000132196	HSD17B7
ENSG00000132254	ARFIP2
ENSG00000132275	RRP8
ENSG00000132286	FXC1
ENSG00000132300	PTCD3
ENSG00000132305	IMMT
ENSG00000132341	RAN
ENSG00000132356	AC008810.1
ENSG00000132361	KIAA0664
ENSG00000132382	MYBBP1A
ENSG00000132383	RPA1
ENSG00000132388	UBE2G1
ENSG00000132394	EEFSEC
ENSG00000132424	SFRS18
ENSG00000132432	SEC61G
ENSG00000132434	LANCL2
ENSG00000132463	GRSF1
ENSG00000132466	ANKRD17
ENSG00000132467	UTP3
ENSG00000132471	WBP2
ENSG00000132475	H3F3B
ENSG00000132481	TRIM47
ENSG00000132485	ZRANB2
ENSG00000132507	EIF5A
ENSG00000132541	HRSP12
ENSG00000132581	SDF2
ENSG00000132589	FLOT2
ENSG00000132591	ERAL1
ENSG00000132600	PRMT7
ENSG00000132603	NIP7
ENSG00000132604	TERF2
ENSG00000132612	VPS4A
ENSG00000132646	PCNA
ENSG00000132661	NXT1
ENSG00000132664	POLR3F
ENSG00000132676	DAP3
ENSG00000132680	KIAA0907
ENSG00000132688	NES
ENSG00000132716	DCAF8
ENSG00000132740	IGHMBP2
ENSG00000132773	TOE1
ENSG00000132780	NASP
ENSG00000132792	CTNNBL1
ENSG00000132793	LPIN3
ENSG00000132824	SERINC3
ENSG00000132842	AP3B1
ENSG00000132849	INADL
ENSG00000132912	DCTN4
ENSG00000132963	POMP
ENSG00000133026	MYH10
ENSG00000133028	SCO1
ENSG00000133030	MPRIP
ENSG00000133104	SPG20
ENSG00000133112	TPT1
ENSG00000133114	KIAA1704
ENSG00000133119	RFC3
ENSG00000133226	SRRM1
ENSG00000133265	HSPBP1
ENSG00000133313	CNDP2
ENSG00000133315	MACROD1
ENSG00000133316	WDR74
ENSG00000133318	RTN3
ENSG00000133422	MORC2
ENSG00000133641	C12orf29
ENSG00000133657	ATP13A3
ENSG00000133703	KRAS
ENSG00000133704	IPO8
ENSG00000133706	LARS
ENSG00000133731	IMPA1
ENSG00000133773	CCDC59
ENSG00000133789	SWAP70
ENSG00000133794	ARNTL
ENSG00000133816	MICAL2
ENSG00000133818	RRAS2
ENSG00000133835	HSD17B4
ENSG00000133858	ZFC3H1
ENSG00000133884	DPF2
ENSG00000133935	C14orf1
ENSG00000133961	NUMB
ENSG00000134001	EIF2S1
ENSG00000134013	LOXL2
ENSG00000134014	ELP3
ENSG00000134046	MBD2
ENSG00000134049	IER3IP1
ENSG00000134056	MRPS36
ENSG00000134058	CDK7
ENSG00000134077	THUMPD3
ENSG00000134108	ARL8B
ENSG00000134153	C15orf24
ENSG00000134186	PRPF38B
ENSG00000134202	GSTM3
ENSG00000134243	SORT1
ENSG00000134247	PTGFRN
ENSG00000134248	HBXIP
ENSG00000134250	NOTCH2
ENSG00000134255	CEPT1
ENSG00000134265	NAPG
ENSG00000134278	SPIRE1
ENSG00000134283	PPHLN1
ENSG00000134294	SLC38A2
ENSG00000134308	YWHAQ
ENSG00000134313	KIDINS220
ENSG00000134318	ROCK2
ENSG00000134324	LPIN1
ENSG00000134330	IAH1
ENSG00000134333	LDHA
ENSG00000134352	IL6ST
ENSG00000134369	NAV1
ENSG00000134371	CDC73
ENSG00000134375	TIMM17A
ENSG00000134419	RPS15A
ENSG00000134440	NARS
ENSG00000134444	KIAA1468
ENSG00000134453	RBM17
ENSG00000134461	ANKRD16
ENSG00000134480	CCNH
ENSG00000134574	DDB2
ENSG00000134575	ACP2
ENSG00000134597	RBMX2
ENSG00000134602	AL109749.1
ENSG00000134644	PUM1
ENSG00000134684	YARS
ENSG00000134686	PHC2
ENSG00000134690	CDCA8
ENSG00000134697	GNL2
ENSG00000134717	BTF3L4
ENSG00000134748	PRPF38A
ENSG00000134802	SLC43A3
ENSG00000134815	DHX34
ENSG00000134825	C11orf10
ENSG00000134851	TMEM165
ENSG00000134871	COL4A2
ENSG00000134882	UBAC2
ENSG00000134884	ARGLU1
ENSG00000134899	ERCC5
ENSG00000134900	TPP2
ENSG00000134901	KDELC1
ENSG00000134905	CARS2
ENSG00000134910	STT3A
ENSG00000134970	AC010226.1
ENSG00000134987	WDR36
ENSG00000134996	OSTF1
ENSG00000135018	UBQLN1
ENSG00000135040	NAA35
ENSG00000135045	C9orf40
ENSG00000135046	ANXA1
ENSG00000135047	CTSL1
ENSG00000135052	GOLM1
ENSG00000135069	PSAT1
ENSG00000135070	ISCA1
ENSG00000135090	TAOK3
ENSG00000135114	OASL
ENSG00000135148	TRAFD1
ENSG00000135250	SRPK2
ENSG00000135269	TES
ENSG00000135297	MTO1
ENSG00000135316	SYNCRIP
ENSG00000135318	NT5E
ENSG00000135336	ORC3
ENSG00000135341	MAP3K7
ENSG00000135365	PHF21A
ENSG00000135372	NAT10
ENSG00000135387	CAPRIN1
ENSG00000135404	CD63
ENSG00000135441	BLOC1S1
ENSG00000135446	CDK4
ENSG00000135457	TFCP2
ENSG00000135486	HNRNPA1
ENSG00000135525	MAP7
ENSG00000135537	LACE1
ENSG00000135597	REPS1
ENSG00000135617	C2orf7
ENSG00000135624	CCT7
ENSG00000135631	RAB11FIP5
ENSG00000135655	USP15
ENSG00000135677	GNS
ENSG00000135678	CPM
ENSG00000135697	BCMO1
ENSG00000135720	DYNC1LI2
ENSG00000135723	FHOD1
ENSG00000135763	URB2
ENSG00000135766	EGLN1
ENSG00000135775	COG2
ENSG00000135776	ABCB10
ENSG00000135778	NTPCR
ENSG00000135823	STX6
ENSG00000135829	DHX9
ENSG00000135837	CEP350
ENSG00000135842	FAM129A
ENSG00000135847	ACBD6
ENSG00000135862	LAMC1
ENSG00000135870	RC3H1
ENSG00000135900	MRPL44
ENSG00000135905	DOCK10
ENSG00000135930	EIF4E2
ENSG00000135932	CAB39
ENSG00000135940	COX5B
ENSG00000135968	GCC2
ENSG00000135972	MRPS9
ENSG00000136003	ISCU
ENSG00000136010	ALDH1L2
ENSG00000136021	SCYL2
ENSG00000136026	CKAP4
ENSG00000136045	PWP1
ENSG00000136051	KIAA1033
ENSG00000136068	FLNB
ENSG00000136100	VPS36
ENSG00000136104	RNASEH2B
ENSG00000136111	TBC1D4
ENSG00000136143	SUCLA2
ENSG00000136152	COG3
ENSG00000136153	LMO7
ENSG00000136156	ITM2B
ENSG00000136205	TNS3
ENSG00000136231	IGF2BP3
ENSG00000136238	RAC1
ENSG00000136243	NUPL2
ENSG00000136261	BZW2
ENSG00000136270	TBRG4
ENSG00000136271	DDX56
ENSG00000136273	HUS1
ENSG00000136279	DBNL
ENSG00000136319	TTC5
ENSG00000136367	ZFHX2
ENSG00000136448	NMT1
ENSG00000136450	SRSF1
ENSG00000136451	VEZF1
ENSG00000136463	TACO1
ENSG00000136485	DCAF7
ENSG00000136504	MYST2
ENSG00000136518	ACTL6A
ENSG00000136521	NDUFB5
ENSG00000136522	MRPL47
ENSG00000136527	TRA2B
ENSG00000136628	EPRS
ENSG00000136631	VPS45
ENSG00000136699	SMPD4
ENSG00000136709	WDR33
ENSG00000136715	SAP130
ENSG00000136717	BIN1
ENSG00000136718	IMP4
ENSG00000136731	UGGT1
ENSG00000136738	STAM
ENSG00000136754	ABI1
ENSG00000136758	YME1L1
ENSG00000136783	NIPSNAP3A
ENSG00000136802	LRRC8A
ENSG00000136807	CDK9
ENSG00000136810	TXN
ENSG00000136813	KIAA0368
ENSG00000136816	TOR1B
ENSG00000136819	C9orf78
ENSG00000136824	SMC2
ENSG00000136827	TOR1A
ENSG00000136830	FAM129B
ENSG00000136842	TMOD1
ENSG00000136848	DAB2IP
ENSG00000136854	STXBP1
ENSG00000136868	SLC31A1
ENSG00000136875	PRPF4
ENSG00000136877	FPGS
ENSG00000136888	ATP6V1G1
ENSG00000136891	TEX10
ENSG00000136897	MRPL50
ENSG00000136930	PSMB7
ENSG00000136935	GOLGA1
ENSG00000136937	NCBP1
ENSG00000136938	ANP32B
ENSG00000136940	PDCL
ENSG00000136942	RPL35
ENSG00000136950	ARPC5L
ENSG00000136982	DSCC1
ENSG00000136986	DERL1
ENSG00000137040	RANBP6
ENSG00000137054	POLR1E
ENSG00000137055	PLAA
ENSG00000137073	UBAP2
ENSG00000137074	APTX
ENSG00000137076	TLN1
ENSG00000137100	DCTN3
ENSG00000137106	GRHPR
ENSG00000137124	ALDH1B1
ENSG00000137133	HINT2
ENSG00000137145	DENND4C
ENSG00000137154	RPS6
ENSG00000137161	CNPY3
ENSG00000137166	FOXP4
ENSG00000137168	PPIL1
ENSG00000137177	KIF13A
ENSG00000137200	FTSJD2
ENSG00000137207	YIPF3
ENSG00000137269	LRRC1
ENSG00000137275	RIPK1
ENSG00000137288	C6orf125
ENSG00000137309	HMGA1
ENSG00000137312	FLOT1
ENSG00000137313	AL844220.1
ENSG00000137337	MDC1
ENSG00000137364	TPMT
ENSG00000137409	MTCH1
ENSG00000137413	TAF8
ENSG00000137486	ARRB1
ENSG00000137492	PRKRIR
ENSG00000137497	NUMA1
ENSG00000137502	RAB30
ENSG00000137509	PRCP
ENSG00000137513	NARS2
ENSG00000137547	MRPL15
ENSG00000137563	GGH
ENSG00000137575	SDCBP
ENSG00000137693	YAP1
ENSG00000137699	TRIM29
ENSG00000137710	RDX
ENSG00000137713	PPP2R1B
ENSG00000137714	FDX1
ENSG00000137767	SQRDL
ENSG00000137770	CTDSPL2
ENSG00000137776	SLTM
ENSG00000137804	NUSAP1
ENSG00000137806	NDUFAF1
ENSG00000137807	KIF23
ENSG00000137812	CASC5
ENSG00000137815	RTF1
ENSG00000137818	RPLP1
ENSG00000137824	FAM82A2
ENSG00000137831	UACA
ENSG00000137845	ADAM10
ENSG00000137871	ZNF280D
ENSG00000137876	RSL24D1
ENSG00000137878	GCOM1
ENSG00000137880	GCHFR
ENSG00000137936	BCAR3
ENSG00000137944	CCBL2
ENSG00000137947	GTF2B
ENSG00000137955	RABGGTB
ENSG00000137962	ARHGAP29
ENSG00000137992	DBT
ENSG00000137996	RTCD1
ENSG00000138018	EPT1
ENSG00000138029	HADHB
ENSG00000138035	PNPT1
ENSG00000138041	SMEK2
ENSG00000138069	RAB1A
ENSG00000138071	ACTR2
ENSG00000138073	PREB
ENSG00000138074	SLC5A6
ENSG00000138078	PREPL
ENSG00000138095	LRPPRC
ENSG00000138107	ACTR1A
ENSG00000138119	MYOF
ENSG00000138138	ATAD1
ENSG00000138160	KIF11
ENSG00000138162	TACC2
ENSG00000138175	ARL3
ENSG00000138180	CEP55
ENSG00000138190	EXOC6
ENSG00000138231	DBR1
ENSG00000138246	DNAJC13
ENSG00000138279	ANXA7
ENSG00000138303	ASCC1
ENSG00000138326	RPS24
ENSG00000138347	MYPN
ENSG00000138363	ATIC
ENSG00000138385	SSB
ENSG00000138398	PPIG
ENSG00000138413	IDH1
ENSG00000138430	OLA1
ENSG00000138434	SSFA2
ENSG00000138442	WDR12
ENSG00000138448	ITGAV
ENSG00000138495	COX17
ENSG00000138496	PARP9
ENSG00000138592	USP8
ENSG00000138594	TMOD3
ENSG00000138604	GLCE
ENSG00000138614	C15orf44
ENSG00000138629	UBL7
ENSG00000138646	HERC5
ENSG00000138663	COPS4
ENSG00000138668	HNRNPD
ENSG00000138674	SEC31A
ENSG00000138685	FGF2
ENSG00000138698	RAP1GDS1
ENSG00000138709	LARP1B
ENSG00000138750	NUP54
ENSG00000138757	G3BP2
ENSG00000138760	SCARB2
ENSG00000138768	USO1
ENSG00000138772	ANXA3
ENSG00000138777	PPA2
ENSG00000138796	HADH
ENSG00000138801	PAPSS1
ENSG00000138802	SEC24B
ENSG00000138814	PPP3CA
ENSG00000138821	SLC39A8
ENSG00000139083	ETV6
ENSG00000139116	KIF21A
ENSG00000139117	CPNE8
ENSG00000139131	YARS2
ENSG00000139168	ZCRB1
ENSG00000139180	NDUFA9
ENSG00000139197	PEX5
ENSG00000139218	SCAF11
ENSG00000139233	LLPH
ENSG00000139324	TMTC3
ENSG00000139343	SNRPF
ENSG00000139428	MMAB
ENSG00000139433	GLTP
ENSG00000139496	NUPL1
ENSG00000139514	SLC7A1
ENSG00000139613	SMARCC2
ENSG00000139618	BRCA2
ENSG00000139629	GALNT6
ENSG00000139637	C12orf10
ENSG00000139641	ESYT1
ENSG00000139644	TMBIM6
ENSG00000139645	ANKRD52
ENSG00000139651	ZNF740
ENSG00000139684	ESD
ENSG00000139697	SBNO1
ENSG00000139719	VPS33A
ENSG00000139725	RHOF
ENSG00000139726	DENR
ENSG00000139734	DIAPH3
ENSG00000139746	RBM26
ENSG00000139800	ZIC5
ENSG00000139832	RAB20
ENSG00000139842	CUL4A
ENSG00000139921	TMX1
ENSG00000139998	RAB15
ENSG00000140043	PTGR2
ENSG00000140105	WARS
ENSG00000140199	SLC12A6
ENSG00000140259	MFAP1
ENSG00000140263	SORD
ENSG00000140264	SERF2
ENSG00000140284	SLC27A2
ENSG00000140319	SRP14
ENSG00000140332	TLE3
ENSG00000140350	ANP32A
ENSG00000140365	COMMD4
ENSG00000140374	ETFA
ENSG00000140382	HMG20A
ENSG00000140395	WDR61
ENSG00000140396	NCOA2
ENSG00000140416	TPM1
ENSG00000140455	USP3
ENSG00000140464	PML
ENSG00000140474	ULK3
ENSG00000140497	SCAMP2
ENSG00000140521	POLG
ENSG00000140525	FANCI
ENSG00000140534	C15orf42
ENSG00000140553	UNC45A
ENSG00000140563	MCTP2
ENSG00000140575	IQGAP1
ENSG00000140598	EFTUD1
ENSG00000140612	SEC11A
ENSG00000140632	GLYR1
ENSG00000140650	PMM2
ENSG00000140688	C16orf58
ENSG00000140694	PARN
ENSG00000140718	FTO
ENSG00000140740	UQCRC2
ENSG00000140750	ARHGAP17
ENSG00000140829	DHX38
ENSG00000140836	ZFHX3
ENSG00000140848	CPNE2
ENSG00000140859	KIFC3
ENSG00000140905	GCSH
ENSG00000140983	RHOT2
ENSG00000140988	RPS2
ENSG00000140990	NDUFB10
ENSG00000141002	TCF25
ENSG00000141012	GALNS
ENSG00000141026	MED9
ENSG00000141027	NCOR1
ENSG00000141030	COPS3
ENSG00000141076	CIRH1A
ENSG00000141101	NOB1
ENSG00000141127	PRPSAP2
ENSG00000141140	MYO19
ENSG00000141141	DDX52
ENSG00000141252	VPS53
ENSG00000141255	SPATA22
ENSG00000141258	SGSM2
ENSG00000141279	NPEPPS
ENSG00000141349	G6PC3
ENSG00000141367	CLTC
ENSG00000141376	BCAS3
ENSG00000141378	PTRH2
ENSG00000141385	AFG3L2
ENSG00000141401	IMPA2
ENSG00000141424	SLC39A6
ENSG00000141425	RPRD1A
ENSG00000141429	GALNT1
ENSG00000141447	OSBPL1A
ENSG00000141456	AC091153.1
ENSG00000141458	NPC1
ENSG00000141499	WRAP53
ENSG00000141503	MINK1
ENSG00000141522	ARHGDIA
ENSG00000141526	SLC16A3
ENSG00000141543	EIF4A3
ENSG00000141556	TBCD
ENSG00000141560	FN3KRP
ENSG00000141568	FOXK2
ENSG00000141569	TRIM65
ENSG00000141570	CBX8
ENSG00000141582	CBX4
ENSG00000141696	LEPREL4
ENSG00000141736	ERBB2
ENSG00000141738	GRB7
ENSG00000141741	C17orf37
ENSG00000141756	FKBP10
ENSG00000141759	TXNL4A
ENSG00000141867	BRD4
ENSG00000141905	NFIC
ENSG00000141934	PPAP2C
ENSG00000141959	PFKL
ENSG00000141985	SH3GL1
ENSG00000141994	DUS3L
ENSG00000142002	DPP9
ENSG00000142089	IFITM3
ENSG00000142168	SOD1
ENSG00000142186	SCYL1
ENSG00000142192	APP
ENSG00000142197	DOPEY2
ENSG00000142207	URB1
ENSG00000142230	SAE1
ENSG00000142252	GEMIN7
ENSG00000142409	ZNF787
ENSG00000142444	C19orf52
ENSG00000142453	CARM1
ENSG00000142507	PSMB6
ENSG00000142534	RPS11
ENSG00000142541	RPL13A
ENSG00000142546	NOSIP
ENSG00000142552	RCN3
ENSG00000142634	EFHD2
ENSG00000142655	PEX14
ENSG00000142657	PGD
ENSG00000142676	RPL11
ENSG00000142798	HSPG2
ENSG00000142864	SERBP1
ENSG00000142867	BCL10
ENSG00000142875	PRKACB
ENSG00000142892	PIGK
ENSG00000142937	RPS8
ENSG00000142945	KIF2C
ENSG00000142949	PTPRF
ENSG00000143033	MTF2
ENSG00000143079	CTTNBP2NL
ENSG00000143093	FAM40A
ENSG00000143106	PSMA5
ENSG00000143149	ALDH9A1
ENSG00000143153	ATP1B1
ENSG00000143155	TIPRL
ENSG00000143157	POGK
ENSG00000143158	BRP44
ENSG00000143162	CREG1
ENSG00000143179	UCK2
ENSG00000143183	TMCO1
ENSG00000143198	MGST3
ENSG00000143222	UFC1
ENSG00000143224	PPOX
ENSG00000143256	PFDN2
ENSG00000143294	PRCC
ENSG00000143314	MRPL24
ENSG00000143319	ISG20L2
ENSG00000143321	HDGF
ENSG00000143324	XPR1
ENSG00000143337	TOR1AIP1
ENSG00000143353	LYPLAL1
ENSG00000143363	PRUNE
ENSG00000143368	SF3B4
ENSG00000143373	ZNF687
ENSG00000143374	TARS2
ENSG00000143376	SNX27
ENSG00000143390	RFX5
ENSG00000143401	ANP32E
ENSG00000143416	SELENBP1
ENSG00000143418	LASS2
ENSG00000143420	ENSA
ENSG00000143442	POGZ
ENSG00000143457	GOLPH3L
ENSG00000143476	DTL
ENSG00000143486	EIF2D
ENSG00000143493	INTS7
ENSG00000143514	TP53BP2
ENSG00000143537	ADAM15
ENSG00000143543	JTB
ENSG00000143545	RAB13
ENSG00000143549	TPM3
ENSG00000143569	UBAP2L
ENSG00000143575	HAX1
ENSG00000143614	GATAD2B
ENSG00000143621	ILF2
ENSG00000143624	INTS3
ENSG00000143633	C1orf131
ENSG00000143641	GALNT2
ENSG00000143643	TTC13
ENSG00000143702	CEP170
ENSG00000143727	ACP1
