"Checked"	"Protein Group ID"	"Number of Proteins"	"Number of Unique Peptides"	"Number of Peptides"	"Number of PSMs"	"Group Description"	"Found in Sample in S1 F1 Sample"	"Found in Sample Group in S1 F1 Sample"
"False"	"166"	"2"	"8"	"8"	"32"	"[Master Protein] SPATS2-like protein OS=Homo sapiens GN=SPATS2L PE=1 SV=2"	"High"	"High"
"False"	"167"	"4"	"27"	"27"	"198"	"[Master Protein] Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens GN=DDX27 PE=1 SV=2"	"High"	"High"
"False"	"168"	"3"	"11"	"11"	"79"	"[Master Protein] 40S ribosomal protein S6 OS=Homo sapiens GN=RPS6 PE=1 SV=1"	"High"	"High"
"False"	"169"	"1"	"3"	"3"	"9"	"[Master Protein] Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3"	"High"	"High"
"False"	"170"	"2"	"31"	"31"	"114"	"[Master Protein] Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3"	"High"	"High"
"False"	"171"	"4"	"4"	"4"	"11"	"[Master Protein] DAZ-associated protein 1 OS=Homo sapiens GN=DAZAP1 PE=1 SV=1"	"High"	"High"
"False"	"172"	"2"	"4"	"4"	"12"	"[Master Protein] ESF1 homolog OS=Homo sapiens GN=ESF1 PE=1 SV=1"	"High"	"High"
"False"	"173"	"2"	"3"	"3"	"9"	"[Master Protein] Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens GN=DHX37 PE=1 SV=1"	"High"	"High"
"False"	"174"	"7"	"3"	"3"	"15"	"[Master Protein] 60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=4"	"High"	"High"
"False"	"175"	"1"	"7"	"7"	"39"	"[Master Protein] Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens GN=BRIX1 PE=1 SV=2"	"High"	"High"
"False"	"176"	"4"	"2"	"2"	"6"	"[Master Protein] Rho guanine nucleotide exchange factor 40 OS=Homo sapiens GN=ARHGEF40 PE=1 SV=3"	"High"	"High"
"False"	"177"	"1"	"22"	"23"	"239"	"[Master Protein] Far upstream element-binding protein 3 OS=Homo sapiens GN=FUBP3 PE=1 SV=2"	"High"	"High"
"False"	"178"	"1"	"2"	"2"	"6"	"[Master Protein] 39S ribosomal protein L1, mitochondrial OS=Homo sapiens GN=MRPL1 PE=1 SV=2"	"High"	"High"
"False"	"179"	"2"	"2"	"2"	"9"	"[Master Protein] 39S ribosomal protein L37, mitochondrial OS=Homo sapiens GN=MRPL37 PE=1 SV=1"	"High"	"High"
"False"	"180"	"2"	"11"	"11"	"65"	"[Master Protein] Putative helicase MOV-10 OS=Homo sapiens GN=MOV10 PE=1 SV=2"	"High"	"High"
"False"	"181"	"1"	"2"	"2"	"5"	"[Master Protein] RNA pseudouridylate synthase domain-containing protein 4 OS=Homo sapiens GN=RPUSD4 PE=1 SV=1"	"High"	"High"
"False"	"182"	"1"	"2"	"2"	"4"	"[Master Protein] Ribosome production factor 1 OS=Homo sapiens GN=RPF1 PE=1 SV=2"	"High"	"High"
"False"	"183"	"3"	"20"	"20"	"83"	"[Master Protein] U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens GN=UTP14A PE=1 SV=1"	"High"	"High"
"False"	"184"	"15"	"4"	"4"	"15"	"[Master Protein] Histone H2A OS=Homo sapiens PE=3 SV=1"	"High"	"High"
"False"	"185"	"3"	"2"	"2"	"6"	"[Master Protein] 60S ribosomal protein L23 OS=Homo sapiens GN=RPL23 PE=1 SV=1"	"High"	"High"
"False"	"186"	"5"	"9"	"9"	"40"	"[Master Protein] G-rich sequence factor 1 OS=Homo sapiens GN=GRSF1 PE=1 SV=3"	"High"	"High"
"False"	"187"	"1"	"2"	"2"	"6"	"[Master Protein] Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens GN=DRG1 PE=1 SV=1"	"High"	"High"
"False"	"188"	"4"	"4"	"4"	"15"	"[Master Protein] Nucleolar protein 16 OS=Homo sapiens GN=NOP16 PE=1 SV=2"	"High"	"High"
"False"	"189"	"2"	"1"	"18"	"138"	"[Master Protein] Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens GN=ZC3HAV1 PE=1 SV=1"	"High"	"High"
"False"	"190"	"1"	"11"	"11"	"58"	"[Master Protein] Nucleolar complex protein 3 homolog OS=Homo sapiens GN=NOC3L PE=1 SV=1"	"High"	"High"
"False"	"191"	"3"	"7"	"7"	"28"	"[Master Protein] Nucleolar protein 11 OS=Homo sapiens GN=NOL11 PE=1 SV=1"	"High"	"High"
"False"	"192"	"2"	"4"	"4"	"18"	"[Master Protein] Poly [ADP-ribose] polymerase 12 OS=Homo sapiens GN=PARP12 PE=1 SV=1"	"High"	"High"
"False"	"193"	"3"	"26"	"26"	"182"	"[Master Protein] ATP-dependent RNA helicase DDX54 OS=Homo sapiens GN=DDX54 PE=1 SV=2"	"High"	"High"
"False"	"194"	"3"	"2"	"2"	"6"	"[Master Protein] Fructose-bisphosphate aldolase OS=Homo sapiens GN=ALDOA PE=1 SV=1"	"High"	"High"
"False"	"195"	"1"	"15"	"15"	"108"	"[Master Protein] Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2"	"High"	"High"
"False"	"196"	"1"	"2"	"2"	"12"	"[Master Protein] Protein AATF OS=Homo sapiens GN=AATF PE=1 SV=1"	"High"	"High"
"False"	"197"	"3"	"3"	"3"	"22"	"[Master Protein] La-related protein 7 OS=Homo sapiens GN=LARP7 PE=1 SV=1"	"High"	"High"
"False"	"198"	"1"	"3"	"4"	"15"	"[Master Protein] Protein PRRC2B OS=Homo sapiens GN=PRRC2B PE=1 SV=2"	"High"	"High"
"False"	"200"	"1"	"2"	"2"	"5"	"[Master Protein] ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7"	"High"	"High"
"False"	"201"	"4"	"7"	"7"	"48"	"[Master Protein] Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4"	"High"	"High"
"False"	"202"	"3"	"2"	"2"	"24"	"[Master Protein] RNA-binding motif, single-stranded-interacting protein 1 OS=Homo sapiens GN=RBMS1 PE=1 SV=3"	"High"	"High"
"False"	"203"	"1"	"3"	"3"	"17"	"[Master Protein] U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens GN=UTP18 PE=1 SV=3"	"High"	"High"
"False"	"204"	"10"	"13"	"15"	"375"	"[Master Protein] Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1"	"High"	"High"
"False"	"205"	"6"	"3"	"20"	"295"	"[Master Protein] Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1"	"High"	"High"
"False"	"206"	"4"	"3"	"3"	"9"	"[Master Protein] Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1"	"High"	"High"
"False"	"207"	"1"	"2"	"2"	"5"	"[Master Protein] WD repeat-containing protein 43 OS=Homo sapiens GN=WDR43 PE=1 SV=3"	"High"	"High"
"False"	"208"	"1"	"1"	"2"	"9"	"[Master Protein] Keratin, type I cytoskeletal 15 OS=Ovis aries GN=KRT15 PE=2 SV=1"	"High"	"High"
"False"	"209"	"3"	"6"	"6"	"43"	"[Master Protein] Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens GN=DNTTIP2 PE=1 SV=2"	"High"	"High"
"False"	"210"	"4"	"42"	"43"	"218"	"[Master Protein] Protein PRRC2C OS=Homo sapiens GN=PRRC2C PE=1 SV=4"	"High"	"High"
"False"	"211"	"2"	"1"	"2"	"6"	"[Master Protein] Fragile X mental retardation 1, isoform CRA_e OS=Homo sapiens GN=FMR1 PE=1 SV=1"	"High"	"High"
"False"	"212"	"1"	"25"	"25"	"128"	"[Master Protein] Small subunit processome component 20 homolog OS=Homo sapiens GN=UTP20 PE=1 SV=3"	"High"	"High"
"False"	"213"	"3"	"3"	"3"	"12"	"[Master Protein] Protein LSM14 homolog B (Fragment) OS=Homo sapiens GN=LSM14B PE=1 SV=1"	"High"	"High"
"False"	"214"	"4"	"3"	"3"	"9"	"[Master Protein] Cleavage stimulation factor subunit 2 OS=Homo sapiens GN=CSTF2 PE=1 SV=1"	"High"	"High"
"False"	"215"	"4"	"2"	"2"	"6"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2"	"High"	"High"
"False"	"216"	"1"	"6"	"6"	"33"	"[Master Protein] Ribosomal RNA processing protein 1 homolog A OS=Homo sapiens GN=RRP1 PE=1 SV=1"	"High"	"High"
"False"	"217"	"4"	"8"	"8"	"82"	"[Master Protein] 60S ribosomal protein L19 OS=Homo sapiens GN=RPL19 PE=1 SV=1"	"High"	"High"
"False"	"218"	"2"	"3"	"3"	"18"	"[Master Protein] Transportin-1 OS=Homo sapiens GN=TNPO1 PE=1 SV=2"	"High"	"High"
"False"	"219"	"2"	"5"	"5"	"27"	"[Master Protein] Putative RNA-binding protein 15 OS=Homo sapiens GN=RBM15 PE=1 SV=2"	"High"	"High"
"False"	"220"	"4"	"11"	"11"	"107"	"[Master Protein] 40S ribosomal protein S11 OS=Homo sapiens GN=RPS11 PE=1 SV=3"	"High"	"High"
"False"	"221"	"2"	"2"	"19"	"177"	"[Master Protein] Periodic tryptophan protein 2 homolog OS=Homo sapiens GN=PWP2 PE=2 SV=2"	"High"	"High"
"False"	"222"	"5"	"5"	"6"	"31"	"[Master Protein] Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens GN=FXR1 PE=1 SV=3"	"High"	"High"
"False"	"223"	"1"	"2"	"2"	"4"	"[Master Protein] Selenocysteine insertion sequence-binding protein 2 OS=Homo sapiens GN=SECISBP2 PE=1 SV=2"	"High"	"High"
"False"	"224"	"3"	"8"	"8"	"25"	"[Master Protein] H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3"	"High"	"High"
"False"	"225"	"5"	"8"	"8"	"142"	"[Master Protein] 60S ribosomal protein L18a OS=Homo sapiens GN=RPL18A PE=1 SV=2"	"High"	"High"
"False"	"226"	"3"	"11"	"11"	"65"	"[Master Protein] WD repeat-containing protein 75 OS=Homo sapiens GN=WDR75 PE=1 SV=1"	"High"	"High"
"False"	"227"	"2"	"3"	"3"	"15"	"[Master Protein] ATP-dependent RNA helicase DDX55 OS=Homo sapiens GN=DDX55 PE=1 SV=3"	"High"	"High"
"False"	"228"	"3"	"3"	"3"	"9"	"[Master Protein] SURP and G-patch domain-containing protein 2 OS=Homo sapiens GN=SUGP2 PE=1 SV=1"	"High"	"High"
"False"	"229"	"2"	"7"	"7"	"42"	"[Master Protein] Protein FAM98A OS=Homo sapiens GN=FAM98A PE=1 SV=1"	"High"	"High"
"False"	"230"	"5"	"5"	"5"	"17"	"[Master Protein] HCG2039996 OS=Homo sapiens GN=PPAN-P2RY11 PE=3 SV=1"	"High"	"High"
"False"	"231"	"2"	"2"	"2"	"4"	"[Master Protein] Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS PE=1 SV=3"	"High"	"High"
"False"	"232"	"2"	"2"	"2"	"6"	"[Master Protein] 28S ribosomal protein S18a, mitochondrial (Fragment) OS=Homo sapiens GN=MRPS18A PE=1 SV=9"	"High"	"High"
"False"	"233"	"1"	"2"	"2"	"6"	"[Master Protein] LINE-1 retrotransposable element ORF1 protein OS=Homo sapiens GN=L1RE1 PE=1 SV=1"	"High"	"High"
"False"	"234"	"2"	"2"	"2"	"12"	"[Master Protein] Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens GN=USP10 PE=1 SV=2"	"High"	"High"
"False"	"235"	"1"	"25"	"25"	"187"	"[Master Protein] Regulator of nonsense transcripts 1 OS=Homo sapiens GN=UPF1 PE=1 SV=2"	"High"	"High"
"False"	"236"	"6"	"39"	"39"	"864"	"[Master Protein] Ribosomal L1 domain-containing protein 1 OS=Homo sapiens GN=RSL1D1 PE=1 SV=3"	"High"	"High"
"False"	"237"	"7"	"7"	"7"	"85"	"[Master Protein] 60S ribosomal protein L18 (Fragment) OS=Homo sapiens GN=RPL18 PE=1 SV=1"	"High"	"High"
"False"	"238"	"4"	"58"	"58"	"814"	"[Master Protein] Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3"	"High"	"High"
"False"	"239"	"6"	"4"	"4"	"20"	"[Master Protein] 60S ribosomal protein L31 OS=Homo sapiens GN=RPL31 PE=1 SV=1"	"High"	"High"
"False"	"240"	"4"	"2"	"2"	"11"	"[Master Protein] Muscleblind-like protein 1 OS=Homo sapiens GN=MBNL1 PE=1 SV=1"	"High"	"High"
"False"	"241"	"1"	"2"	"2"	"5"	"[Master Protein] Chloride intracellular channel protein 1 OS=Homo sapiens GN=CLIC1 PE=1 SV=4"	"High"	"High"
"False"	"242"	"2"	"16"	"16"	"116"	"[Master Protein] pre-rRNA processing protein FTSJ3 OS=Homo sapiens GN=FTSJ3 PE=1 SV=2"	"High"	"High"
"False"	"243"	"1"	"4"	"4"	"24"	"[Master Protein] Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4"	"High"	"High"
"False"	"244"	"1"	"30"	"31"	"167"	"[Master Protein] Protein PRRC2A OS=Homo sapiens GN=PRRC2A PE=1 SV=3"	"High"	"High"
"False"	"245"	"1"	"19"	"19"	"90"	"[Master Protein] Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2"	"High"	"High"
"False"	"246"	"10"	"4"	"8"	"114"	"[Master Protein] Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2 PE=1 SV=1"	"High"	"High"
"False"	"247"	"1"	"2"	"2"	"16"	"[Master Protein] 60S ribosomal protein L37 OS=Homo sapiens GN=RPL37 PE=1 SV=2"	"High"	"High"
"False"	"248"	"1"	"81"	"81"	"396"	"[Master Protein] Proliferation marker protein Ki-67 OS=Homo sapiens GN=MKI67 PE=1 SV=2"	"High"	"High"
"False"	"249"	"2"	"5"	"5"	"15"	"[Master Protein] Exportin-5 OS=Homo sapiens GN=XPO5 PE=1 SV=1"	"High"	"High"
"False"	"250"	"1"	"5"	"5"	"17"	"[Master Protein] Thyroid hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2"	"High"	"High"
"False"	"251"	"16"	"8"	"10"	"91"	"[Master Protein] Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1"	"High"	"High"
"False"	"252"	"1"	"2"	"2"	"4"	"[Master Protein] GTPase Era, mitochondrial OS=Homo sapiens GN=ERAL1 PE=1 SV=2"	"High"	"High"
"False"	"253"	"4"	"4"	"6"	"26"	"[Master Protein] YTH domain-containing family protein 3 OS=Homo sapiens GN=YTHDF3 PE=1 SV=1"	"High"	"High"
"False"	"254"	"4"	"1"	"15"	"153"	"[Master Protein] Polyadenylate-binding protein (Fragment) OS=Homo sapiens GN=PABPC4 PE=1 SV=1"	"High"	"High"
"False"	"255"	"2"	"4"	"31"	"906"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2"	"High"	"High"
"False"	"256"	"1"	"3"	"3"	"22"	"[Master Protein] DNA-directed RNA polymerase, mitochondrial OS=Homo sapiens GN=POLRMT PE=1 SV=2"	"High"	"High"
"False"	"257"	"2"	"7"	"11"	"223"	"[Master Protein] Y-box-binding protein 2 OS=Homo sapiens GN=YBX2 PE=1 SV=2"	"High"	"High"
"False"	"258"	"2"	"2"	"2"	"6"	"[Master Protein] Coiled-coil domain-containing protein 9 OS=Homo sapiens GN=CCDC9 PE=1 SV=1"	"High"	"High"
"False"	"259"	"2"	"4"	"4"	"16"	"[Master Protein] Ribosome biogenesis protein NSA2 homolog OS=Homo sapiens GN=NSA2 PE=1 SV=1"	"High"	"High"
"False"	"260"	"6"	"4"	"4"	"18"	"[Master Protein] Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens GN=ZC3H14 PE=1 SV=1"	"High"	"High"
"False"	"261"	"2"	"9"	"10"	"64"	"[Master Protein] Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens GN=IGF2BP2 PE=1 SV=1"	"High"	"High"
"False"	"262"	"2"	"5"	"5"	"15"	"[Master Protein] NFX1-type zinc finger-containing protein 1 OS=Homo sapiens GN=ZNFX1 PE=2 SV=2"	"High"	"High"
"False"	"263"	"25"	"7"	"10"	"91"	"[Master Protein] Actin, cytoplasmic 1 OS=Homo sapiens GN=ACTB PE=1 SV=1"	"High"	"High"
"False"	"264"	"2"	"31"	"31"	"270"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6"	"High"	"High"
"False"	"265"	"2"	"1"	"2"	"6"	"[Master Protein] L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2"	"High"	"High"
"False"	"266"	"1"	"3"	"3"	"15"	"[Master Protein] Probable U3 small nucleolar RNA-associated protein 11 OS=Homo sapiens GN=UTP11 PE=1 SV=2"	"High"	"High"
"False"	"267"	"3"	"3"	"3"	"36"	"[Master Protein] MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens GN=NIFK PE=1 SV=1"	"High"	"High"
"False"	"268"	"2"	"7"	"7"	"27"	"[Master Protein] U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens GN=MPHOSPH10 PE=1 SV=2"	"High"	"High"
"False"	"269"	"1"	"1"	"6"	"138"	"[Master Protein] Y-box-binding protein 3 (Fragment) OS=Homo sapiens GN=YBX3 PE=1 SV=1"	"High"	"High"
"False"	"270"	"2"	"7"	"7"	"33"	"[Master Protein] Nucleolar GTP-binding protein 2 OS=Homo sapiens GN=GNL2 PE=1 SV=1"	"High"	"High"
"False"	"271"	"11"	"14"	"14"	"243"	"[Master Protein] 40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2"	"High"	"High"
"False"	"272"	"3"	"4"	"5"	"46"	"[Master Protein] Serine/arginine-rich-splicing factor 1 OS=Homo sapiens GN=SRSF1 PE=1 SV=1"	"High"	"High"
"False"	"273"	"1"	"2"	"2"	"6"	"[Master Protein] OTU domain-containing protein 4 OS=Homo sapiens GN=OTUD4 PE=1 SV=4"	"High"	"High"
"False"	"274"	"3"	"3"	"4"	"22"	"[Master Protein] Serine/arginine-rich splicing factor 9 OS=Homo sapiens GN=SRSF9 PE=1 SV=1"	"High"	"High"
"False"	"275"	"6"	"2"	"2"	"9"	"[Master Protein] MTHFD1L protein OS=Homo sapiens GN=MTHFD1L PE=1 SV=1"	"High"	"High"
"False"	"276"	"19"	"5"	"5"	"19"	"[Master Protein] Annexin A2 OS=Homo sapiens GN=ANXA2 PE=1 SV=2"	"High"	"High"
"False"	"277"	"7"	"16"	"16"	"91"	"[Master Protein] La-related protein 1 OS=Homo sapiens GN=LARP1 PE=1 SV=2"	"High"	"High"
"False"	"278"	"5"	"2"	"2"	"5"	"[Master Protein] Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase OS=Homo sapiens GN=HACD3 PE=1 SV=1"	"High"	"High"
"False"	"279"	"1"	"2"	"2"	"9"	"[Master Protein] Neuroguidin OS=Homo sapiens GN=NGDN PE=1 SV=1"	"High"	"High"
"False"	"280"	"1"	"7"	"10"	"151"	"[Master Protein] Poly(rC)-binding protein 1 OS=Homo sapiens GN=PCBP1 PE=1 SV=2"	"High"	"High"
"False"	"281"	"3"	"17"	"23"	"982"	"[Master Protein] Nuclease-sensitive element-binding protein 1 OS=Homo sapiens GN=YBX1 PE=1 SV=3"	"High"	"High"
"False"	"282"	"8"	"22"	"23"	"195"	"[Master Protein] Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=4"	"High"	"High"
"False"	"283"	"2"	"3"	"3"	"9"	"[Master Protein] Putative 40S ribosomal protein S10-like OS=Homo sapiens GN=RPS10P5 PE=5 SV=1"	"High"	"High"
"False"	"284"	"2"	"4"	"4"	"65"	"[Master Protein] Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3"	"High"	"High"
"False"	"285"	"1"	"2"	"2"	"5"	"[Master Protein] 7SK snRNA methylphosphate capping enzyme OS=Homo sapiens GN=MEPCE PE=1 SV=1"	"High"	"High"
"False"	"286"	"1"	"5"	"5"	"18"	"[Master Protein] Surfeit locus protein 6 OS=Homo sapiens GN=SURF6 PE=1 SV=3"	"High"	"High"
"False"	"287"	"4"	"9"	"9"	"76"	"[Master Protein] Interleukin enhancer-binding factor 2 OS=Homo sapiens GN=ILF2 PE=1 SV=2"	"High"	"High"
"False"	"288"	"1"	"1"	"2"	"6"	"[Master Protein] 78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2"	"High"	"High"
"False"	"289"	"1"	"2"	"2"	"6"	"[Master Protein] Probable ATP-dependent RNA helicase DDX49 OS=Homo sapiens GN=DDX49 PE=1 SV=1"	"High"	"High"
"False"	"290"	"2"	"2"	"2"	"5"	"[Master Protein] Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens GN=DAD1 PE=1 SV=3"	"High"	"High"
"False"	"291"	"5"	"1"	"4"	"20"	"[Master Protein] ELAV-like protein OS=Homo sapiens GN=ELAVL4 PE=1 SV=1"	"High"	"High"
"False"	"292"	"1"	"2"	"2"	"17"	"[Master Protein] 60S ribosomal protein L11 OS=Homo sapiens GN=RPL11 PE=1 SV=2"	"High"	"High"
"False"	"293"	"1"	"2"	"2"	"15"	"[Master Protein] 40S ribosomal protein S23 OS=Homo sapiens GN=RPS23 PE=1 SV=3"	"High"	"High"
"False"	"294"	"3"	"5"	"5"	"27"	"[Master Protein] Probable dimethyladenosine transferase OS=Homo sapiens GN=DIMT1 PE=1 SV=1"	"High"	"High"
"False"	"295"	"2"	"12"	"12"	"159"	"[Master Protein] Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2"	"High"	"High"
"False"	"296"	"1"	"6"	"6"	"36"	"[Master Protein] Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Homo sapiens GN=PTCD3 PE=1 SV=3"	"High"	"High"
"False"	"297"	"5"	"11"	"11"	"84"	"[Master Protein] DDB1- and CUL4-associated factor 13 OS=Homo sapiens GN=DCAF13 PE=1 SV=1"	"High"	"High"
"False"	"298"	"2"	"8"	"11"	"69"	"[Master Protein] WD repeat-containing protein 46 OS=Homo sapiens GN=WDR46 PE=1 SV=3"	"High"	"High"
"False"	"299"	"2"	"18"	"18"	"158"	"[Master Protein] Putative ATP-dependent RNA helicase DHX30 OS=Homo sapiens GN=DHX30 PE=1 SV=1"	"High"	"High"
"False"	"300"	"1"	"2"	"2"	"6"	"[Master Protein] Transcription termination factor 1 OS=Homo sapiens GN=TTF1 PE=1 SV=3"	"High"	"High"
"False"	"301"	"1"	"2"	"2"	"6"	"[Master Protein] Uncharacterized protein C15orf52 OS=Homo sapiens GN=C15orf52 PE=1 SV=1"	"High"	"High"
"False"	"302"	"3"	"6"	"6"	"49"	"[Master Protein] 60S ribosomal protein L7a OS=Homo sapiens GN=RPL7A PE=1 SV=2"	"High"	"High"
"False"	"303"	"1"	"3"	"3"	"9"	"[Master Protein] Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens GN=RPA1 PE=1 SV=2"	"High"	"High"
"False"	"304"	"1"	"3"	"3"	"10"	"[Master Protein] Splicing factor 1 OS=Homo sapiens GN=SF1 PE=1 SV=4"	"High"	"High"
"False"	"305"	"1"	"2"	"2"	"6"	"[Master Protein] Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens GN=EIF2S1 PE=1 SV=3"	"High"	"High"
"False"	"306"	"1"	"6"	"6"	"52"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 PE=1 SV=2"	"High"	"High"
"False"	"307"	"1"	"9"	"9"	"69"	"[Master Protein] Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2"	"High"	"High"
"False"	"308"	"4"	"12"	"12"	"63"	"[Master Protein] RNA-binding protein 34 OS=Homo sapiens GN=RBM34 PE=1 SV=2"	"High"	"High"
"False"	"309"	"4"	"14"	"14"	"102"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1"	"High"	"High"
"False"	"310"	"1"	"6"	"6"	"30"	"[Master Protein] Digestive organ expansion factor homolog OS=Homo sapiens GN=DIEXF PE=1 SV=2"	"High"	"High"
"False"	"311"	"1"	"3"	"3"	"15"	"[Master Protein] KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens GN=KHDRBS1 PE=1 SV=1"	"High"	"High"
"False"	"312"	"1"	"2"	"2"	"7"	"[Master Protein] Something about silencing protein 10 OS=Homo sapiens GN=UTP3 PE=1 SV=1"	"High"	"High"
"False"	"313"	"5"	"6"	"6"	"110"	"[Master Protein] Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens GN=SNRPB PE=1 SV=2"	"High"	"High"
"False"	"314"	"1"	"2"	"2"	"6"	"[Master Protein] RNA-binding protein MEX3A OS=Homo sapiens GN=MEX3A PE=1 SV=1"	"High"	"High"
"False"	"315"	"3"	"2"	"2"	"4"	"[Master Protein] Kinesin-like protein KIF1B OS=Homo sapiens GN=KIF1B PE=1 SV=5"	"High"	"High"
"False"	"316"	"12"	"10"	"10"	"41"	"[Master Protein] Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=1"	"High"	"High"
"False"	"317"	"2"	"15"	"15"	"145"	"[Master Protein] Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2"	"High"	"High"
"False"	"318"	"1"	"2"	"2"	"6"	"[Master Protein] E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens GN=TRIP12 PE=1 SV=1"	"High"	"High"
"False"	"319"	"3"	"5"	"6"	"49"	"[Master Protein] Serine/arginine-rich splicing factor 6 OS=Homo sapiens GN=SRSF6 PE=1 SV=2"	"High"	"High"
"False"	"320"	"1"	"2"	"2"	"5"	"[Master Protein] tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Homo sapiens GN=TRMT6 PE=1 SV=1"	"High"	"High"
"False"	"321"	"1"	"2"	"2"	"6"	"[Master Protein] ATP-dependent RNA helicase SUPV3L1, mitochondrial OS=Homo sapiens GN=SUPV3L1 PE=1 SV=1"	"High"	"High"
"False"	"322"	"1"	"2"	"2"	"5"	"[Master Protein] Nucleolar protein 7 OS=Homo sapiens GN=NOL7 PE=1 SV=2"	"High"	"High"
"False"	"323"	"2"	"6"	"6"	"27"	"[Master Protein] X-ray repair cross-complementing protein 6 OS=Homo sapiens GN=XRCC6 PE=1 SV=2"	"High"	"High"
"False"	"324"	"2"	"9"	"10"	"155"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3"	"High"	"High"
"False"	"325"	"1"	"6"	"6"	"23"	"[Master Protein] Nucleolar MIF4G domain-containing protein 1 OS=Homo sapiens GN=NOM1 PE=1 SV=1"	"High"	"High"
"False"	"326"	"7"	"6"	"6"	"80"	"[Master Protein] 60S ribosomal protein L22 OS=Homo sapiens GN=RPL22 PE=1 SV=2"	"High"	"High"
